UserId,relevantes_teste,hits,Precision@10,Recall@10,HitRate@10,NDCG@10,MAP@10,candidatos_avaliados
A1533UHM87FNCQ,2,0,0.0,0.0,0.0,0.0,0.0,2000
A3EEHMLILVOEMJ,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2K0SKIFKQ4RWL,1,0,0.0,0.0,0.0,0.0,0.0,2000
A1O8B2WYDCPTIQ,6,2,0.2,0.3333333333333333,1.0,0.4935232796777482,0.3333333333333333,2000
A3TY2XK2V7XLDH,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2AEBMOLWICY6A,1,0,0.0,0.0,0.0,0.0,0.0,2000
A42QN9MM6LKKM,5,0,0.0,0.0,0.0,0.0,0.0,2000
A2OECBBTB7TR4D,2,0,0.0,0.0,0.0,0.0,0.0,2000
A3IYYHOGUHJWZG,4,0,0.0,0.0,0.0,0.0,0.0,2000
ACEJZ81KR3I6J,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3PKIEHWSWN4JF,2,0,0.0,0.0,0.0,0.0,0.0,2000
A21U03PVX582A9,1,1,0.1,1.0,1.0,0.3333333333333333,0.14285714285714285,2000
A35X3Y1TY19K5P,2,1,0.1,0.5,1.0,0.6131471927654584,0.5,2000
A2WR4VH0HUCBO7,2,0,0.0,0.0,0.0,0.0,0.0,2000
AMFVLGQSV1X3R,2,0,0.0,0.0,0.0,0.0,0.0,2000
AK7D7YQLA3C4O,2,0,0.0,0.0,0.0,0.0,0.0,2000
A224I5WR8UQDDC,2,1,0.1,0.5,1.0,0.6131471927654584,0.5,2000
A2XA8CW5DF4MNZ,4,0,0.0,0.0,0.0,0.0,0.0,2000
A3BM8A3K54EW8K,2,0,0.0,0.0,0.0,0.0,0.0,2000
A25B2PE3R4W12A,1,0,0.0,0.0,0.0,0.0,0.0,2000
A44OY8EFDM4IP,3,2,0.2,0.6666666666666666,1.0,0.6713860725233041,0.5,2000
A2BJTIULYSE94S,1,0,0.0,0.0,0.0,0.0,0.0,2000
A35XUCYWZYQB3O,1,0,0.0,0.0,0.0,0.0,0.0,2000
A264UDLWWRJ7X4,2,0,0.0,0.0,0.0,0.0,0.0,2000
A3LDE4FC80SPFE,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3LTCTMDVKXX02,2,0,0.0,0.0,0.0,0.0,0.0,2000
A1WB3PHU9B4Z92,2,0,0.0,0.0,0.0,0.0,0.0,2000
ATH86L5KVGE1S,2,0,0.0,0.0,0.0,0.0,0.0,2000
A29CK3R8EIDEJG,2,0,0.0,0.0,0.0,0.0,0.0,2000
A435KUVVQBFOV,3,0,0.0,0.0,0.0,0.0,0.0,2000
AU6AIK8DXW24N,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2R9GBWL1CDBN1,4,0,0.0,0.0,0.0,0.0,0.0,2000
A59BC7H4T874H,3,0,0.0,0.0,0.0,0.0,0.0,2000
A3I937JLTEQSLL,3,0,0.0,0.0,0.0,0.0,0.0,2000
